rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
11,695506,Jac Caglianone,KC,SD,2026-07-19T18:10:00Z,Pre-Game,3,Germán Márquez,608566,R,63.4,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",59.9,61.0,40.7,96.6,80.0,43.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","platoon edge; pitcher baseline 10.2% barrel, 13.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.17,51.92,91.92,104.9816,0.4765,0.215,0.3455,77.33,74.83,42.95,22.61,12.6,0.1807,10.19,46.4,90.09,0.4851,0.2138,33.47,In From RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.0517&lon=-94.4803,49,12,91,Kauffman Stadium,
12,805811,Bryce Eldridge,SF,SEA,2026-07-19T20:10:00Z,Scheduled,6,Logan Gilbert,669302,R,63.1,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",72.5,50.9,44.4,71.7,80.0,60.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.0% barrel, 15.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.32,58.79,93.36,103.6736,0.5044,0.2624,0.3692,73.04,28.58,42.61,36.56,6.3,0.1637,10.0,42.96,90.59,0.3943,0.1638,29.24,300 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,62,0,71,T-Mobile Park,
13,575929,Willson Contreras,BOS,TB,2026-07-19T17:35:00Z,Pre-Game,4,Shane McClanahan,663556,L,62.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",60.6,40.0,60.2,94.9,78.0,79.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.39,47.53,90.53,103.2089,0.5111,0.245,0.379,76.7,68.61,45.68,28.07,20.7,0.2397,8.7,39.4,89.1,0.399,0.156,26.1,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=42.3467&lon=-71.0972,89,30,68,Fenway Park,
14,808959,Munetaka Murakami,CWS,TOR,2026-07-19T16:15:00Z,Pre-Game,2,Trey Yesavage,702056,R,62.7,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",81.2,31.0,45.4,100.0,80.0,9.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 4.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,19.2,58.5,93.9,104.755,0.5,0.289,0.366,75.3,56.0,44.6,40.8,20.0,0.303,6.16,43.16,90.15,0.3354,0.1226,24.9,In From CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.6414&lon=-79.3894,77,0,72,Rogers Centre,
15,621566,Matt Olson,ATL,TEX,2026-07-19T17:35:00Z,Pre-Game,3,Nathan Eovaldi,543135,R,62.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",65.6,39.5,52.4,96.6,80.0,46.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 16.3 HR allowed",EV profile; pitcher fly-ball pressure modest,14.12,52.11,92.95,104.0661,0.5067,0.2573,0.36,74.67,48.3,37.3,32.36,26.9,0.2526,7.89,39.55,88.6,0.393,0.1579,25.32,R To L,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8907&lon=-84.4677,78,23,82,Truist Park,
16,641343,Jake Bauers,MIL,MIA,2026-07-19T18:10:00Z,Scheduled,5,Eury Pérez,691587,R,61.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",60.7,52.4,55.1,81.9,80.0,44.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.5% barrel, 12.7 HR allowed",lift-pull EV profile; pitcher allows elevated contact,13.84,50.71,92.26,103.1619,0.4668,0.2202,0.3589,76.71,70.98,39.15,30.82,14.7,0.213,11.52,41.11,88.75,0.3961,0.1847,31.43,38 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=43.0280&lon=-87.9712,77,0,76,American Family Field,
17,701398,Sal Stewart,CIN,COL,2026-07-19T19:10:00Z,Scheduled,2,Ryan Feltner,663372,R,61.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Good Environment, Premium Lineup Spot",62.1,41.7,70.2,95.5,50.0,57.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.0% barrel, 8.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.52,44.38,92.04,101.7281,0.5194,0.2554,0.3667,72.45,28.47,38.78,31.81,14.8,0.2382,8.02,38.01,88.53,0.4344,0.1856,27.62,40 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=39.7559&lon=-104.9942,18,0,94,Coors Field,
18,691406,Junior Caminero,TB,BOS,2026-07-19T17:35:00Z,Pre-Game,3,Sonny Gray,543243,R,61.7,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",64.5,37.8,60.2,96.6,50.0,85.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.0% barrel, 14.5 HR allowed",EV profile; pitcher fly-ball pressure modest,13.58,51.75,93.03,105.5188,0.5094,0.239,0.3663,79.48,86.14,46.15,23.7,33.8,0.2738,7.98,38.11,89.11,0.3908,0.1467,23.27,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=42.3467&lon=-71.0972,89,30,68,Fenway Park,
19,691023,Jordan Walker,STL,AZ,2026-07-19T20:10:00Z,Scheduled,3,Eduardo Rodriguez,593958,L,61.5,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",59.6,46.9,55.7,92.1,78.0,46.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","platoon edge; pitcher baseline 9.2% barrel, 15.9 HR allowed",EV profile; pitcher fly-ball pressure modest,12.93,50.42,93.49,105.1919,0.4673,0.2054,0.3431,78.87,83.4,37.89,23.84,17.2,0.1904,9.18,36.6,88.41,0.4555,0.1909,27.75,157 deg,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,38,1,94,Chase Field,
20,607043,Brandon Nimmo,TEX,ATL,2026-07-19T17:35:00Z,Pre-Game,4,Grant Holmes,656550,R,61.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",54.4,50.0,52.4,94.9,80.0,60.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,1,Contact streak: 10/25 over last 7 games,"platoon edge; pitcher baseline 9.3% barrel, 15.3 HR allowed",EV profile; pitcher fly-ball pressure modest,11.6,51.95,92.39,102.4104,0.4869,0.2076,0.3595,72.44,27.97,31.56,26.33,13.8,0.1649,9.26,42.95,90.52,0.4154,0.1726,27.53,R To L,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8907&lon=-84.4677,78,23,82,Truist Park,
